ANO_ELEICAO;SG_UF;SG_PARTIDO;eleitos
2000;AC;DEM*;2
2000;AC;MDB*;5
2000;AC;PP*;5
2000;AC;PSDB;3
2000;AC;PT;7
2000;AL;AVANTE*;2
2000;AL;CIDADANIA*;2
2000;AL;DEM*;13
2000;AL;MDB*;17
2000;AL;PDT;8
2000;AL;PL*;2
2000;AL;PP*;3
2000;AL;PRTB*;3
2000;AL;PSB;13
2000;AL;PSC;1
2000;AL;PSD;1
2000;AL;PSDB;30
2000;AL;PSL;3
2000;AL;PTB;4
2000;AM;CIDADANIA*;2
2000;AM;DEM*;18
2000;AM;MDB*;14
2000;AM;PL*;9
2000;AM;PP*;1
2000;AM;PSDB;8
2000;AM;PST;1
2000;AM;PTB;9
2000;AP;DEM*;1
2000;AP;MDB*;2
2000;AP;PDT;3
2000;AP;PL*;1
2000;AP;PSB;5
2000;AP;PSC;1
2000;AP;PSDB;2
2000;AP;PTB;1
2000;BA;AVANTE*;4
2000;BA;DEM*;125
2000;BA;MDB*;32
2000;BA;MOBILIZA*;1
2000;BA;PAN;1
2000;BA;PDT;2
2000;BA;PHS*;1
2000;BA;PL*;71
2000;BA;PP*;42
2000;BA;PSB;6
2000;BA;PSC;12
2000;BA;PSD;2
2000;BA;PSDB;25
2000;BA;PSL;8
2000;BA;PST;1
2000;BA;PT;7
2000;BA;PTB;74
2000;BA;PTC*;2
2000;BA;PV;1
2000;CE;CIDADANIA*;17
2000;CE;DEM*;11
2000;CE;MDB*;12
2000;CE;PL*;1
2000;CE;PP*;10
2000;CE;PSB;3
2000;CE;PSD;36
2000;CE;PSDB;83
2000;CE;PT;2
2000;CE;PTB;7
2000;CE;PV;2
2000;ES;CIDADANIA*;1
2000;ES;DEM*;14
2000;ES;MDB*;18
2000;ES;MOBILIZA*;2
2000;ES;PDT;5
2000;ES;PHS*;1
2000;ES;PL*;3
2000;ES;PP*;3
2000;ES;PSB;6
2000;ES;PSD;1
2000;ES;PSDB;19
2000;ES;PTB;4
2000;ES;PTC*;1
2000;GO;CIDADANIA*;7
2000;GO;DC*;2
2000;GO;DEM*;37
2000;GO;MDB*;63
2000;GO;PDT;1
2000;GO;PL*;12
2000;GO;PP*;37
2000;GO;PSC;6
2000;GO;PSD;10
2000;GO;PSDB;60
2000;GO;PST;4
2000;GO;PT;1
2000;GO;PTB;4
2000;GO;PTN;1
2000;MA;CIDADANIA*;1
2000;MA;DEM*;71
2000;MA;MDB*;51
2000;MA;PDT;7
2000;MA;PL*;4
2000;MA;PP*;10
2000;MA;PRP;2
2000;MA;PRTB*;1
2000;MA;PSB;4
2000;MA;PSC;1
2000;MA;PSD;24
2000;MA;PSDB;17
2000;MA;PST;3
2000;MA;PT;2
2000;MA;PTB;16
2000;MG;CIDADANIA*;22
2000;MG;DC*;1
2000;MG;DEM*;152
2000;MG;MDB*;232
2000;MG;MOBILIZA*;7
2000;MG;PDT;38
2000;MG;PHS*;3
2000;MG;PL*;61
2000;MG;PP*;49
2000;MG;PRP;3
2000;MG;PSB;14
2000;MG;PSC;6
2000;MG;PSD;18
2000;MG;PSDB;137
2000;MG;PSL;1
2000;MG;PT;34
2000;MG;PTB;73
2000;MG;PTN;1
2000;MG;PV;1
2000;MS;CIDADANIA*;2
2000;MS;DEM*;5
2000;MS;MDB*;25
2000;MS;PDT;9
2000;MS;PP*;1
2000;MS;PSDB;23
2000;MS;PT;11
2000;MS;PTB;1
2000;MT;CIDADANIA*;22
2000;MT;DEM*;27
2000;MT;MDB*;21
2000;MT;PDT;4
2000;MT;PL*;1
2000;MT;PP*;2
2000;MT;PSB;1
2000;MT;PSDB;54
2000;MT;PT;2
2000;MT;PTB;5
2000;PA;CIDADANIA*;1
2000;PA;DEM*;4
2000;PA;MDB*;35
2000;PA;PDT;12
2000;PA;PL*;5
2000;PA;PP*;11
2000;PA;PRP;1
2000;PA;PSB;4
2000;PA;PSC;1
2000;PA;PSD;3
2000;PA;PSDB;46
2000;PA;PT;6
2000;PA;PTB;14
2000;PB;CIDADANIA*;2
2000;PB;DEM*;59
2000;PB;MDB*;83
2000;PB;PDT;20
2000;PB;PL*;5
2000;PB;PP*;14
2000;PB;PRP;1
2000;PB;PSB;1
2000;PB;PSDB;23
2000;PB;PSL;2
2000;PB;PT;2
2000;PB;PTB;11
2000;PE;CIDADANIA*;10
2000;PE;DC*;4
2000;PE;DEM*;46
2000;PE;MDB*;44
2000;PE;PC DO B;1
2000;PE;PDT;3
2000;PE;PHS*;1
2000;PE;PL*;1
2000;PE;PP*;6
2000;PE;PSB;32
2000;PE;PSC;1
2000;PE;PSDB;29
2000;PE;PSL;1
2000;PE;PT;4
2000;PE;PTB;1
2000;PI;CIDADANIA*;12
2000;PI;DEM*;65
2000;PI;MDB*;46
2000;PI;PDT;1
2000;PI;PL*;4
2000;PI;PP*;25
2000;PI;PRP;1
2000;PI;PSB;2
2000;PI;PSDB;50
2000;PI;PT;1
2000;PI;PTB;15
2000;PR;CIDADANIA*;15
2000;PR;DEM*;84
2000;PR;MDB*;82
2000;PR;PDT;19
2000;PR;PP*;29
2000;PR;PRP;4
2000;PR;PSB;3
2000;PR;PSC;4
2000;PR;PSD;1
2000;PR;PSDB;96
2000;PR;PSL;9
2000;PR;PST;2
2000;PR;PT;10
2000;PR;PTB;41
2000;RJ;CIDADANIA*;1
2000;RJ;DEM*;4
2000;RJ;MDB*;14
2000;RJ;MOBILIZA*;1
2000;RJ;PDT;34
2000;RJ;PL*;1
2000;RJ;PP*;9
2000;RJ;PSB;8
2000;RJ;PSD;1
2000;RJ;PSDB;11
2000;RJ;PT;1
2000;RJ;PTB;3
2000;RJ;PV;4
2000;RN;CIDADANIA*;4
2000;RN;DEM*;35
2000;RN;MDB*;55
2000;RN;PDT;4
2000;RN;PL*;12
2000;RN;PP*;37
2000;RN;PSB;6
2000;RN;PSD;1
2000;RN;PSDB;11
2000;RN;PT;1
2000;RN;PTB;1
2000;RO;DEM*;11
2000;RO;MDB*;13
2000;RO;MOBILIZA*;1
2000;RO;PDT;6
2000;RO;PP*;3
2000;RO;PSB;3
2000;RO;PSDB;4
2000;RO;PT;6
2000;RO;PTB;4
2000;RO;PV;1
2000;RR;DEM*;5
2000;RR;MDB*;1
2000;RR;PP*;1
2000;RR;PSDB;3
2000;RR;PST;3
2000;RR;PTB;2
2000;RS;DEM*;15
2000;RS;MDB*;139
2000;RS;PDT;78
2000;RS;PL*;3
2000;RS;PP*;174
2000;RS;PSB;7
2000;RS;PSDB;15
2000;RS;PT;35
2000;RS;PTB;31
2000;SC;CIDADANIA*;1
2000;SC;DEM*;58
2000;SC;MDB*;114
2000;SC;PDT;12
2000;SC;PL*;2
2000;SC;PP*;73
2000;SC;PSDB;19
2000;SC;PT;13
2000;SC;PTB;1
2000;SE;CIDADANIA*;10
2000;SE;DEM*;19
2000;SE;MDB*;15
2000;SE;PDT;1
2000;SE;PL*;2
2000;SE;PP*;2
2000;SE;PSB;3
2000;SE;PSDB;21
2000;SE;PT;2
2000;SP;CIDADANIA*;32
2000;SP;DC*;1
2000;SP;DEM*;89
2000;SP;MDB*;111
2000;SP;MOBILIZA*;1
2000;SP;PDT;21
2000;SP;PL*;32
2000;SP;PP*;34
2000;SP;PRP;4
2000;SP;PSB;12
2000;SP;PSD;13
2000;SP;PSDB;178
2000;SP;PSL;2
2000;SP;PST;1
2000;SP;PT;38
2000;SP;PTB;72
2000;SP;PV;4
2000;TO;CIDADANIA*;2
2000;TO;DEM*;56
2000;TO;MDB*;12
2000;TO;MOBILIZA*;1
2000;TO;PL*;2
2000;TO;PP*;37
2000;TO;PSDB;22
2000;TO;PST;1
2000;TO;PT;2
2000;TO;PTB;4
2004;AC;CIDADANIA*;2
2004;AC;DC*;1
2004;AC;MDB*;1
2004;AC;PL*;2
2004;AC;PP*;1
2004;AC;PSB;1
2004;AC;PSDB;2
2004;AC;PT;10
2004;AC;PTB;2
2004;AL;CIDADANIA*;7
2004;AL;DEM*;1
2004;AL;MDB*;17
2004;AL;MOBILIZA*;3
2004;AL;PDT;4
2004;AL;PL*;6
2004;AL;PP*;5
2004;AL;PRONA;1
2004;AL;PSB;22
2004;AL;PSDB;15
2004;AL;PT;2
2004;AL;PTB;19
2004;AM;CIDADANIA*;22
2004;AM;DEM*;4
2004;AM;MDB*;7
2004;AM;PDT;1
2004;AM;PL*;6
2004;AM;PP*;4
2004;AM;PRTB*;1
2004;AM;PSB;1
2004;AM;PSDB;6
2004;AM;PSL;3
2004;AM;PT;3
2004;AM;PTB;3
2004;AM;PV;1
2004;AP;AVANTE*;2
2004;AP;MDB*;1
2004;AP;PDT;5
2004;AP;PP*;2
2004;AP;PT;3
2004;AP;PTB;2
2004;AP;PV;1
2004;BA;AGIR*;9
2004;BA;AVANTE*;10
2004;BA;CIDADANIA*;3
2004;BA;DC*;1
2004;BA;DEM*;151
2004;BA;MDB*;20
2004;BA;MOBILIZA*;6
2004;BA;PDT;3
2004;BA;PHS*;9
2004;BA;PL*;66
2004;BA;PP*;56
2004;BA;PRONA;1
2004;BA;PRP;16
2004;BA;PRTB*;2
2004;BA;PSB;5
2004;BA;PSC;4
2004;BA;PSDB;27
2004;BA;PSL;1
2004;BA;PT;19
2004;BA;PTB;3
2004;BA;PTN;3
2004;BA;PV;2
2004;CE;AGIR*;1
2004;CE;CIDADANIA*;38
2004;CE;DC*;1
2004;CE;DEM*;5
2004;CE;MDB*;18
2004;CE;PC DO B;1
2004;CE;PDT;3
2004;CE;PHS*;2
2004;CE;PL*;5
2004;CE;PP*;9
2004;CE;PRP;7
2004;CE;PSB;2
2004;CE;PSDB;70
2004;CE;PT;12
2004;CE;PTB;6
2004;CE;PV;4
2004;ES;AVANTE*;2
2004;ES;CIDADANIA*;14
2004;ES;DEM*;4
2004;ES;MDB*;12
2004;ES;MOBILIZA*;4
2004;ES;PDT;4
2004;ES;PHS*;1
2004;ES;PL*;2
2004;ES;PP*;4
2004;ES;PRTB*;1
2004;ES;PSB;13
2004;ES;PSDB;6
2004;ES;PT;5
2004;ES;PTB;6
2004;GO;CIDADANIA*;9
2004;GO;DC*;3
2004;GO;DEM*;15
2004;GO;MDB*;48
2004;GO;PHS*;1
2004;GO;PL*;29
2004;GO;PP*;27
2004;GO;PSB;3
2004;GO;PSDB;88
2004;GO;PSL;1
2004;GO;PT;9
2004;GO;PTB;13
2004;MA;AVANTE*;3
2004;MA;DEM*;53
2004;MA;MDB*;41
2004;MA;MOBILIZA*;1
2004;MA;PC DO B;1
2004;MA;PDT;10
2004;MA;PHS*;1
2004;MA;PL*;13
2004;MA;PP*;16
2004;MA;PRONA;3
2004;MA;PRP;4
2004;MA;PRTB*;1
2004;MA;PSB;8
2004;MA;PSC;5
2004;MA;PSDB;8
2004;MA;PSL;1
2004;MA;PT;7
2004;MA;PTB;20
2004;MA;PTN;1
2004;MA;PV;20
2004;MG;AGIR*;4
2004;MG;AVANTE*;2
2004;MG;CIDADANIA*;32
2004;MG;DC*;1
2004;MG;DEM*;124
2004;MG;MDB*;143
2004;MG;MOBILIZA*;8
2004;MG;PDT;41
2004;MG;PHS*;2
2004;MG;PL*;88
2004;MG;PP*;69
2004;MG;PRP;1
2004;MG;PRTB*;4
2004;MG;PSB;8
2004;MG;PSC;5
2004;MG;PSDB;149
2004;MG;PSL;4
2004;MG;PT;86
2004;MG;PTB;79
2004;MG;PTN;1
2004;MG;PV;2
2004;MS;DEM*;3
2004;MS;MDB*;13
2004;MS;PDT;17
2004;MS;PL*;11
2004;MS;PSDB;6
2004;MS;PT;18
2004;MS;PTB;9
2004;MS;PV;1
2004;MT;CIDADANIA*;44
2004;MT;DEM*;21
2004;MT;MDB*;9
2004;MT;MOBILIZA*;1
2004;MT;PC DO B;1
2004;MT;PDT;2
2004;MT;PL*;12
2004;MT;PP*;23
2004;MT;PSB;1
2004;MT;PSDB;7
2004;MT;PT;7
2004;MT;PTB;12
2004;MT;PV;1
2004;PA;CIDADANIA*;3
2004;PA;DEM*;7
2004;PA;MDB*;23
2004;PA;MOBILIZA*;1
2004;PA;PDT;5
2004;PA;PL*;9
2004;PA;PP*;6
2004;PA;PRP;3
2004;PA;PSB;2
2004;PA;PSDB;47
2004;PA;PT;17
2004;PA;PTB;19
2004;PA;PV;1
2004;PB;CIDADANIA*;4
2004;PB;DEM*;42
2004;PB;MDB*;47
2004;PB;MOBILIZA*;1
2004;PB;PDT;9
2004;PB;PHS*;1
2004;PB;PL*;22
2004;PB;PP*;9
2004;PB;PRP;1
2004;PB;PSB;6
2004;PB;PSDB;43
2004;PB;PSL;3
2004;PB;PT;4
2004;PB;PTB;28
2004;PB;PTN;1
2004;PB;PV;2
2004;PE;CIDADANIA*;12
2004;PE;DC*;4
2004;PE;DEM*;43
2004;PE;MDB*;41
2004;PE;PC DO B;3
2004;PE;PDT;7
2004;PE;PHS*;1
2004;PE;PL*;5
2004;PE;PP*;6
2004;PE;PRONA;1
2004;PE;PSB;12
2004;PE;PSC;1
2004;PE;PSDB;25
2004;PE;PSL;1
2004;PE;PT;8
2004;PE;PTB;13
2004;PE;PV;1
2004;PI;AGIR*;1
2004;PI;CIDADANIA*;17
2004;PI;DEM*;58
2004;PI;MDB*;44
2004;PI;MOBILIZA*;3
2004;PI;PC DO B;3
2004;PI;PDT;8
2004;PI;PL*;11
2004;PI;PP*;15
2004;PI;PSB;2
2004;PI;PSDB;34
2004;PI;PT;7
2004;PI;PTB;20
2004;PR;AGIR*;1
2004;PR;AVANTE*;1
2004;PR;CIDADANIA*;35
2004;PR;DC*;1
2004;PR;DEM*;25
2004;PR;MDB*;120
2004;PR;PDT;44
2004;PR;PHS*;1
2004;PR;PL*;10
2004;PR;PP*;37
2004;PR;PRP;4
2004;PR;PSB;7
2004;PR;PSC;1
2004;PR;PSDB;51
2004;PR;PSL;8
2004;PR;PT;29
2004;PR;PTB;24
2004;RJ;CIDADANIA*;1
2004;RJ;DEM*;7
2004;RJ;MDB*;41
2004;RJ;MOBILIZA*;1
2004;RJ;PDT;4
2004;RJ;PL*;3
2004;RJ;PP*;9
2004;RJ;PSB;2
2004;RJ;PSC;5
2004;RJ;PSDB;3
2004;RJ;PT;9
2004;RJ;PTB;2
2004;RJ;PV;4
2004;RN;CIDADANIA*;7
2004;RN;DEM*;31
2004;RN;MDB*;34
2004;RN;PDT;5
2004;RN;PHS*;1
2004;RN;PL*;12
2004;RN;PP*;7
2004;RN;PSB;48
2004;RN;PSDB;4
2004;RN;PT;2
2004;RN;PTB;16
2004;RO;CIDADANIA*;1
2004;RO;DC*;1
2004;RO;DEM*;4
2004;RO;MDB*;9
2004;RO;MOBILIZA*;1
2004;RO;PDT;4
2004;RO;PL*;1
2004;RO;PSB;1
2004;RO;PSDB;10
2004;RO;PT;7
2004;RO;PTB;12
2004;RO;PV;1
2004;RR;CIDADANIA*;2
2004;RR;DEM*;1
2004;RR;MDB*;2
2004;RR;PDT;1
2004;RR;PL*;2
2004;RR;PP*;1
2004;RR;PRONA;1
2004;RR;PSB;2
2004;RR;PSC;1
2004;RR;PT;2
2004;RS;CIDADANIA*;5
2004;RS;DEM*;18
2004;RS;MDB*;137
2004;RS;PDT;98
2004;RS;PHS*;2
2004;RS;PL*;3
2004;RS;PP*;134
2004;RS;PSB;9
2004;RS;PSDB;17
2004;RS;PT;43
2004;RS;PTB;30
2004;SC;CIDADANIA*;5
2004;SC;DEM*;43
2004;SC;MDB*;116
2004;SC;PDT;4
2004;SC;PL*;3
2004;SC;PP*;70
2004;SC;PSDB;27
2004;SC;PT;23
2004;SC;PTB;2
2004;SE;AVANTE*;3
2004;SE;CIDADANIA*;5
2004;SE;DEM*;26
2004;SE;MDB*;6
2004;SE;PDT;5
2004;SE;PL*;7
2004;SE;PP*;2
2004;SE;PSB;3
2004;SE;PSDB;5
2004;SE;PT;4
2004;SE;PTB;8
2004;SP;CIDADANIA*;37
2004;SP;DC*;1
2004;SP;DEM*;74
2004;SP;MDB*;89
2004;SP;MOBILIZA*;1
2004;SP;PAN;1
2004;SP;PC DO B;1
2004;SP;PDT;23
2004;SP;PHS*;4
2004;SP;PL*;35
2004;SP;PP*;28
2004;SP;PRP;1
2004;SP;PSB;16
2004;SP;PSC;1
2004;SP;PSDB;194
2004;SP;PSL;3
2004;SP;PT;56
2004;SP;PTB;64
2004;SP;PV;16
2004;TO;CIDADANIA*;5
2004;TO;DEM*;24
2004;TO;MDB*;19
2004;TO;PDT;1
2004;TO;PL*;22
2004;TO;PP*;10
2004;TO;PRTB*;3
2004;TO;PSB;1
2004;TO;PSC;3
2004;TO;PSDB;23
2004;TO;PSL;1
2004;TO;PT;16
2004;TO;PTB;11
2008;AC;MDB*;4
2008;AC;PL*;1
2008;AC;PP*;3
2008;AC;PSB;1
2008;AC;PSDB;2
2008;AC;PT;11
2008;AL;AVANTE*;2
2008;AL;CIDADANIA*;1
2008;AL;DEM*;1
2008;AL;MDB*;19
2008;AL;MOBILIZA*;7
2008;AL;PC DO B;2
2008;AL;PDT;4
2008;AL;PL*;2
2008;AL;PP*;20
2008;AL;PSB;5
2008;AL;PSC;6
2008;AL;PSDB;13
2008;AL;PT;1
2008;AL;PTB;17
2008;AL;REPUBLICANOS*;1
2008;AM;CIDADANIA*;3
2008;AM;DC*;1
2008;AM;DEM*;2
2008;AM;MDB*;25
2008;AM;MOBILIZA*;3
2008;AM;PHS*;1
2008;AM;PL*;9
2008;AM;PP*;3
2008;AM;PSB;1
2008;AM;PSC;2
2008;AM;PSDB;3
2008;AM;PT;6
2008;AM;PTB;2
2008;AP;DEM*;1
2008;AP;MDB*;3
2008;AP;PDT;4
2008;AP;PP*;2
2008;AP;PSDB;2
2008;AP;PT;3
2008;AP;PV;1
2008;BA;AGIR*;3
2008;BA;AVANTE*;2
2008;BA;DEM*;44
2008;BA;MDB*;114
2008;BA;MOBILIZA*;3
2008;BA;PC DO B;18
2008;BA;PDT;8
2008;BA;PHS*;4
2008;BA;PL*;41
2008;BA;PP*;37
2008;BA;PRP;5
2008;BA;PRTB*;2
2008;BA;PSB;18
2008;BA;PSC;5
2008;BA;PSDB;26
2008;BA;PSL;1
2008;BA;PT;66
2008;BA;PTB;14
2008;BA;PV;4
2008;BA;REPUBLICANOS*;2
2008;CE;CIDADANIA*;2
2008;CE;DEM*;2
2008;CE;MDB*;33
2008;CE;PC DO B;5
2008;CE;PDT;2
2008;CE;PHS*;1
2008;CE;PL*;9
2008;CE;PP*;8
2008;CE;PRP;2
2008;CE;PSB;24
2008;CE;PSC;1
2008;CE;PSDB;53
2008;CE;PSL;1
2008;CE;PT;15
2008;CE;PTB;7
2008;CE;PV;2
2008;CE;REPUBLICANOS*;17
2008;ES;CIDADANIA*;2
2008;ES;DC*;1
2008;ES;DEM*;6
2008;ES;MDB*;21
2008;ES;MOBILIZA*;2
2008;ES;PDT;3
2008;ES;PL*;2
2008;ES;PP*;3
2008;ES;PRP;1
2008;ES;PSB;13
2008;ES;PSC;1
2008;ES;PSDB;13
2008;ES;PT;6
2008;ES;PTB;2
2008;ES;PV;1
2008;ES;REPUBLICANOS*;1
2008;GO;AVANTE*;2
2008;GO;CIDADANIA*;2
2008;GO;DEM*;14
2008;GO;MDB*;59
2008;GO;PDT;1
2008;GO;PL*;28
2008;GO;PP*;48
2008;GO;PRP;1
2008;GO;PRTB*;1
2008;GO;PSB;4
2008;GO;PSC;5
2008;GO;PSDB;53
2008;GO;PT;13
2008;GO;PTB;8
2008;GO;PTN;3
2008;GO;PV;1
2008;GO;REPUBLICANOS*;2
2008;MA;AGIR*;1
2008;MA;CIDADANIA*;4
2008;MA;DC*;1
2008;MA;DEM*;19
2008;MA;MDB*;16
2008;MA;MOBILIZA*;3
2008;MA;PC DO B;1
2008;MA;PDT;63
2008;MA;PL*;9
2008;MA;PP*;10
2008;MA;PRP;2
2008;MA;PRTB*;4
2008;MA;PSB;9
2008;MA;PSC;2
2008;MA;PSDB;25
2008;MA;PSL;1
2008;MA;PT;9
2008;MA;PTB;9
2008;MA;PV;20
2008;MA;REPUBLICANOS*;9
2008;MG;AGIR*;9
2008;MG;CIDADANIA*;35
2008;MG;DC*;3
2008;MG;DEM*;95
2008;MG;MDB*;121
2008;MG;MOBILIZA*;8
2008;MG;PC DO B;2
2008;MG;PDT;51
2008;MG;PHS*;1
2008;MG;PL*;75
2008;MG;PP*;56
2008;MG;PRTB*;1
2008;MG;PSB;12
2008;MG;PSC;12
2008;MG;PSDB;159
2008;MG;PSL;7
2008;MG;PT;109
2008;MG;PTB;67
2008;MG;PTN;7
2008;MG;PV;14
2008;MG;REPUBLICANOS*;9
2008;MS;CIDADANIA*;2
2008;MS;DEM*;4
2008;MS;MDB*;28
2008;MS;PDT;10
2008;MS;PL*;8
2008;MS;PSB;2
2008;MS;PSDB;11
2008;MS;PT;10
2008;MS;PTB;3
2008;MT;CIDADANIA*;8
2008;MT;DEM*;24
2008;MT;MDB*;21
2008;MT;MOBILIZA*;1
2008;MT;PDT;4
2008;MT;PL*;32
2008;MT;PP*;21
2008;MT;PSB;3
2008;MT;PSDB;6
